,p_gender,p_race,p_att,path,p_profile,author_name,author_tag,text,p_issue,p_salience,lean,p_retweet,retweet,p_quote,quote,p_like,like,p_output,time
168,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,"Abortion does not empower women, it exploits them and denies them the opportunity to be mothers.",Gun Control,High,Conservative,high,2929,medium,83,high,2729,male_white_latt_Regular_Gun Control_High_Conservative_rethigh_quotemedium_likehigh.png,2022-07-05 14:34
169,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,We must protect our borders and enforce our immigration laws to ensure the safety and sovereignty of our country.,Gun Control,High,Conservative,high,2670,medium,83,low,2,male_white_latt_Regular_Gun Control_High_Conservative_rethigh_quotemedium_likelow.png,2022-07-05 14:34
170,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,"Criminals will always find ways to obtain guns, regardless of the laws in place.",Gun Control,High,Conservative,high,2786,medium,71,medium,65,male_white_latt_Regular_Gun Control_High_Conservative_rethigh_quotemedium_likemedium.png,2022-07-05 14:34
171,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,Gun control only serves to disarm law-abiding citizens and make them more vulnerable to criminals and tyrants.,Gun Control,High,Conservative,low,3,high,3110,high,2729,male_white_latt_Regular_Gun Control_High_Conservative_retlow_quotehigh_likehigh.png,2022-07-05 14:34
172,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,The United States cannot continue to accept unlimited immigration without damaging our economy and way of life.,Gun Control,High,Conservative,low,0,high,3212,low,4,male_white_latt_Regular_Gun Control_High_Conservative_retlow_quotehigh_likelow.png,2022-07-05 14:34
173,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,The United States cannot continue to accept unlimited immigration without damaging our economy and way of life.,Gun Control,High,Conservative,low,0,high,3212,medium,66,male_white_latt_Regular_Gun Control_High_Conservative_retlow_quotehigh_likemedium.png,2022-07-05 14:34
174,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,Gun control only serves to disarm law-abiding citizens and make them more vulnerable to criminals and tyrants.,Gun Control,High,Conservative,low,3,low,0,high,2913,male_white_latt_Regular_Gun Control_High_Conservative_retlow_quotelow_likehigh.png,2022-07-05 14:34
175,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,The United States cannot continue to accept unlimited immigration without damaging our economy and way of life.,Gun Control,High,Conservative,low,0,low,0,low,2,male_white_latt_Regular_Gun Control_High_Conservative_retlow_quotelow_likelow.png,2022-07-05 14:34
176,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,We must protect our borders and enforce our immigration laws to ensure the safety and sovereignty of our country.,Gun Control,High,Conservative,low,3,low,3,medium,66,male_white_latt_Regular_Gun Control_High_Conservative_retlow_quotelow_likemedium.png,2022-07-05 14:34
177,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,We must protect our borders and enforce our immigration laws to ensure the safety and sovereignty of our country.,Gun Control,High,Conservative,low,0,medium,59,high,3438,male_white_latt_Regular_Gun Control_High_Conservative_retlow_quotemedium_likehigh.png,2022-07-05 14:34
178,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,The United States cannot continue to accept unlimited immigration without damaging our economy and way of life.,Gun Control,High,Conservative,low,0,medium,59,low,0,male_white_latt_Regular_Gun Control_High_Conservative_retlow_quotemedium_likelow.png,2022-07-05 14:34
179,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,"Abortion does not empower women, it exploits them and denies them the opportunity to be mothers.",Gun Control,High,Conservative,low,3,medium,83,medium,93,male_white_latt_Regular_Gun Control_High_Conservative_retlow_quotemedium_likemedium.png,2022-07-05 14:34
180,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,"Abortion is not a solution to unplanned pregnancies, adoption is a loving option that allows the child to live.",Gun Control,High,Conservative,medium,64,high,3110,high,2913,male_white_latt_Regular_Gun Control_High_Conservative_retmedium_quotehigh_likehigh.png,2022-07-05 14:34
181,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,"Abortion not only ends the life of the unborn child, but it also has negative physical and emotional effects on the mother.",Gun Control,High,Conservative,medium,64,high,2678,low,4,male_white_latt_Regular_Gun Control_High_Conservative_retmedium_quotehigh_likelow.png,2022-07-05 14:34
182,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,We must protect our borders and enforce our immigration laws to ensure the safety and sovereignty of our country.,Gun Control,High,Conservative,medium,55,high,3110,medium,66,male_white_latt_Regular_Gun Control_High_Conservative_retmedium_quotehigh_likemedium.png,2022-07-05 14:34
183,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,"Gun control is not the solution, addressing the root causes of violence and mental illness is the key to reducing gun violence.",Gun Control,High,Conservative,medium,64,low,3,high,2729,male_white_latt_Regular_Gun Control_High_Conservative_retmedium_quotelow_likehigh.png,2022-07-05 14:34
184,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,The United States cannot continue to accept unlimited immigration without damaging our economy and way of life.,Gun Control,High,Conservative,medium,64,low,0,low,2,male_white_latt_Regular_Gun Control_High_Conservative_retmedium_quotelow_likelow.png,2022-07-05 14:34
185,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,"Prioritizing the needs and well-being of American citizens must be the top priority, not the interests of those seeking to enter the country illegally.",Gun Control,High,Conservative,medium,64,low,3,medium,93,male_white_latt_Regular_Gun Control_High_Conservative_retmedium_quotelow_likemedium.png,2022-07-05 14:34
186,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,"Gun control is not the solution, addressing the root causes of violence and mental illness is the key to reducing gun violence.",Gun Control,High,Conservative,medium,76,medium,59,high,3438,male_white_latt_Regular_Gun Control_High_Conservative_retmedium_quotemedium_likehigh.png,2022-07-05 14:34
187,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,Gun control is a violation of the Second Amendment and the right to bear arms.,Gun Control,High,Conservative,medium,76,medium,83,low,4,male_white_latt_Regular_Gun Control_High_Conservative_retmedium_quotemedium_likelow.png,2022-07-05 14:34
188,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,"Gun control does not prevent gun violence, it only prevents law-abiding citizens from defending themselves.",Gun Control,High,Conservative,medium,64,medium,59,medium,66,male_white_latt_Regular_Gun Control_High_Conservative_retmedium_quotemedium_likemedium.png,2022-07-05 14:34
189,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,"Supporting abortion access means supporting women's equality and autonomy, and their right to make decisions about their own lives.",Gun Control,High,Liberal,high,2786,high,3110,high,2913,male_white_latt_Regular_Gun Control_High_Liberal_rethigh_quotehigh_likehigh.png,2022-07-05 14:34
190,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,"Immigrants are an integral part of our society and contribute to our economy, culture, and communities.",Gun Control,High,Liberal,high,2929,high,3212,low,4,male_white_latt_Regular_Gun Control_High_Liberal_rethigh_quotehigh_likelow.png,2022-07-05 14:34
191,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,"Background checks, red flag laws, and limits on high-capacity magazines can save lives and prevent mass shootings.",Gun Control,High,Liberal,high,2929,high,3110,medium,93,male_white_latt_Regular_Gun Control_High_Liberal_rethigh_quotehigh_likemedium.png,2022-07-05 14:34
192,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,Denying women access to abortion only puts their health and lives at risk.,Gun Control,High,Liberal,high,2670,low,3,high,2729,male_white_latt_Regular_Gun Control_High_Liberal_rethigh_quotelow_likehigh.png,2022-07-05 14:34
193,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,"Immigrants are an integral part of our society and contribute to our economy, culture, and communities.",Gun Control,High,Liberal,high,2670,low,0,low,4,male_white_latt_Regular_Gun Control_High_Liberal_rethigh_quotelow_likelow.png,2022-07-05 14:34
194,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,The Second Amendment does not give individuals the right to own military-style weapons or to use them to commit acts of violence.,Gun Control,High,Liberal,high,2670,low,3,medium,93,male_white_latt_Regular_Gun Control_High_Liberal_rethigh_quotelow_likemedium.png,2022-07-05 14:34
195,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,"Supporting abortion access means supporting women's equality and autonomy, and their right to make decisions about their own lives.",Gun Control,High,Liberal,high,2670,medium,59,high,3438,male_white_latt_Regular_Gun Control_High_Liberal_rethigh_quotemedium_likehigh.png,2022-07-05 14:34
196,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,"Immigrants are an integral part of our society and contribute to our economy, culture, and communities.",Gun Control,High,Liberal,high,2670,medium,59,low,0,male_white_latt_Regular_Gun Control_High_Liberal_rethigh_quotemedium_likelow.png,2022-07-05 14:34
197,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,"America is a nation of immigrants, and we must continue to welcome and support those seeking a better life.",Gun Control,High,Liberal,high,2929,medium,59,medium,65,male_white_latt_Regular_Gun Control_High_Liberal_rethigh_quotemedium_likemedium.png,2022-07-05 14:34
198,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,"Immigrants are an integral part of our society and contribute to our economy, culture, and communities.",Gun Control,High,Liberal,low,3,high,2678,high,3438,male_white_latt_Regular_Gun Control_High_Liberal_retlow_quotehigh_likehigh.png,2022-07-05 14:34
199,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,"Diversity is a strength, and immigrants bring valuable skills, perspectives, and experiences to our country.",Gun Control,High,Liberal,low,0,high,3212,low,4,male_white_latt_Regular_Gun Control_High_Liberal_retlow_quotehigh_likelow.png,2022-07-05 14:34
200,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,"Gun ownership is not a fundamental right protected by the Constitution, and reasonable regulations are necessary to keep communities safe.",Gun Control,High,Liberal,low,0,high,2678,medium,66,male_white_latt_Regular_Gun Control_High_Liberal_retlow_quotehigh_likemedium.png,2022-07-05 14:34
201,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,The Second Amendment does not give individuals the right to own military-style weapons or to use them to commit acts of violence.,Gun Control,High,Liberal,low,0,low,3,high,2729,male_white_latt_Regular_Gun Control_High_Liberal_retlow_quotelow_likehigh.png,2022-07-05 14:34
202,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,Denying women access to abortion only puts their health and lives at risk.,Gun Control,High,Liberal,low,0,low,3,low,4,male_white_latt_Regular_Gun Control_High_Liberal_retlow_quotelow_likelow.png,2022-07-05 14:34
203,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,The United States must prioritize a fair and just immigration system that respects the human rights and dignity of all.,Gun Control,High,Liberal,low,3,low,3,medium,66,male_white_latt_Regular_Gun Control_High_Liberal_retlow_quotelow_likemedium.png,2022-07-05 14:34
204,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,Abortion is a necessary healthcare option that allows women to have control over their own bodies and lives.,Gun Control,High,Liberal,low,0,medium,59,high,2729,male_white_latt_Regular_Gun Control_High_Liberal_retlow_quotemedium_likehigh.png,2022-07-05 14:34
205,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,"Supporting abortion access means supporting women's equality and autonomy, and their right to make decisions about their own lives.",Gun Control,High,Liberal,low,3,medium,59,low,4,male_white_latt_Regular_Gun Control_High_Liberal_retlow_quotemedium_likelow.png,2022-07-05 14:34
206,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,"Gun ownership is not a fundamental right protected by the Constitution, and reasonable regulations are necessary to keep communities safe.",Gun Control,High,Liberal,low,3,medium,59,medium,93,male_white_latt_Regular_Gun Control_High_Liberal_retlow_quotemedium_likemedium.png,2022-07-05 14:34
207,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,"Gun control is not about taking away guns from law-abiding citizens, it's about saving lives and making our communities safer.",Gun Control,High,Liberal,medium,76,high,2678,high,2913,male_white_latt_Regular_Gun Control_High_Liberal_retmedium_quotehigh_likehigh.png,2022-07-05 14:34
208,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,"Supporting abortion access means supporting women's equality and autonomy, and their right to make decisions about their own lives.",Gun Control,High,Liberal,medium,55,high,3212,low,4,male_white_latt_Regular_Gun Control_High_Liberal_retmedium_quotehigh_likelow.png,2022-07-05 14:34
209,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,"Gun ownership is not a fundamental right protected by the Constitution, and reasonable regulations are necessary to keep communities safe.",Gun Control,High,Liberal,medium,55,high,3212,medium,93,male_white_latt_Regular_Gun Control_High_Liberal_retmedium_quotehigh_likemedium.png,2022-07-05 14:34
210,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,"Supporting abortion access means supporting women's equality and autonomy, and their right to make decisions about their own lives.",Gun Control,High,Liberal,medium,76,low,0,high,3438,male_white_latt_Regular_Gun Control_High_Liberal_retmedium_quotelow_likehigh.png,2022-07-05 14:34
211,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,"Abortion is a fundamental right guaranteed by the Constitution, and must be protected for all women.",Gun Control,High,Liberal,medium,64,low,3,low,2,male_white_latt_Regular_Gun Control_High_Liberal_retmedium_quotelow_likelow.png,2022-07-05 14:34
212,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,"Diversity is a strength, and immigrants bring valuable skills, perspectives, and experiences to our country.",Gun Control,High,Liberal,medium,55,low,3,medium,93,male_white_latt_Regular_Gun Control_High_Liberal_retmedium_quotelow_likemedium.png,2022-07-05 14:34
213,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,"Gun ownership is not a fundamental right protected by the Constitution, and reasonable regulations are necessary to keep communities safe.",Gun Control,High,Liberal,medium,64,medium,83,high,3438,male_white_latt_Regular_Gun Control_High_Liberal_retmedium_quotemedium_likehigh.png,2022-07-05 14:34
214,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,"America is a nation of immigrants, and we must continue to welcome and support those seeking a better life.",Gun Control,High,Liberal,medium,64,medium,59,low,2,male_white_latt_Regular_Gun Control_High_Liberal_retmedium_quotemedium_likelow.png,2022-07-05 14:34
215,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,Gun violence is a public health crisis that must be addressed with common sense gun control measures.,Gun Control,High,Liberal,medium,76,medium,59,medium,66,male_white_latt_Regular_Gun Control_High_Liberal_retmedium_quotemedium_likemedium.png,2022-07-05 14:34
216,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,"Tort reform does not improve public safety, and can actually allow companies to escape responsibility for their actions.",Gun Control,Low,Anti,high,2670,high,3212,high,2729,male_white_latt_Regular_Gun Control_Low_Anti_rethigh_quotehigh_likehigh.png,2022-07-05 14:34
217,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,"Nuclear energy is not a safe or clean source of power, as accidents and disasters like Fukushima and Chernobyl have shown.",Gun Control,Low,Anti,high,2786,high,3212,low,4,male_white_latt_Regular_Gun Control_Low_Anti_rethigh_quotehigh_likelow.png,2022-07-05 14:34
218,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,"Renewable energy sources like solar and wind are safer, cheaper, and more sustainable than nuclear power.",Gun Control,Low,Anti,high,2670,high,2678,medium,93,male_white_latt_Regular_Gun Control_Low_Anti_rethigh_quotehigh_likemedium.png,2022-07-05 14:34
219,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,"Nuclear power plants generate radioactive waste that must be stored for thousands of years, posing a threat to future generations.",Gun Control,Low,Anti,high,2670,low,3,high,2729,male_white_latt_Regular_Gun Control_Low_Anti_rethigh_quotelow_likehigh.png,2022-07-05 14:34
220,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,"Frivolous lawsuits are not a significant problem, and the high cost of healthcare and other goods is due to other factors.",Gun Control,Low,Anti,high,2929,low,3,low,0,male_white_latt_Regular_Gun Control_Low_Anti_rethigh_quotelow_likelow.png,2022-07-05 14:34
221,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,"Renewable energy sources like solar and wind are safer, cheaper, and more sustainable than nuclear power.",Gun Control,Low,Anti,high,2670,low,3,medium,66,male_white_latt_Regular_Gun Control_Low_Anti_rethigh_quotelow_likemedium.png,2022-07-05 14:34
222,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,"Frivolous lawsuits are not a significant problem, and the high cost of healthcare and other goods is due to other factors.",Gun Control,Low,Anti,high,2929,medium,59,high,2729,male_white_latt_Regular_Gun Control_Low_Anti_rethigh_quotemedium_likehigh.png,2022-07-05 14:34
223,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,"Renewable energy sources like solar and wind are safer, cheaper, and more sustainable than nuclear power.",Gun Control,Low,Anti,high,2670,medium,83,low,4,male_white_latt_Regular_Gun Control_Low_Anti_rethigh_quotemedium_likelow.png,2022-07-05 14:34
224,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,"Frivolous lawsuits are not a significant problem, and the high cost of healthcare and other goods is due to other factors.",Gun Control,Low,Anti,high,2929,medium,59,medium,66,male_white_latt_Regular_Gun Control_Low_Anti_rethigh_quotemedium_likemedium.png,2022-07-05 14:34
225,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,"Nuclear power plants generate radioactive waste that must be stored for thousands of years, posing a threat to future generations.",Gun Control,Low,Anti,low,3,high,2678,high,2913,male_white_latt_Regular_Gun Control_Low_Anti_retlow_quotehigh_likehigh.png,2022-07-05 14:34
226,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,"Tort reform does not improve public safety, and can actually allow companies to escape responsibility for their actions.",Gun Control,Low,Anti,low,0,high,2678,low,4,male_white_latt_Regular_Gun Control_Low_Anti_retlow_quotehigh_likelow.png,2022-07-05 14:34
227,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,"Nuclear energy is not cost-effective, and the high upfront costs of building and maintaining nuclear plants cannot be justified.",Gun Control,Low,Anti,low,3,high,2678,medium,66,male_white_latt_Regular_Gun Control_Low_Anti_retlow_quotehigh_likemedium.png,2022-07-05 14:34
228,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,"The risks of nuclear energy far outweigh any potential benefits, and we must transition to a renewable energy future as quickly as possible.",Gun Control,Low,Anti,low,0,low,3,high,3438,male_white_latt_Regular_Gun Control_Low_Anti_retlow_quotelow_likehigh.png,2022-07-05 14:34
229,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,"Frivolous lawsuits are not a significant problem, and the high cost of healthcare and other goods is due to other factors.",Gun Control,Low,Anti,low,3,low,3,low,4,male_white_latt_Regular_Gun Control_Low_Anti_retlow_quotelow_likelow.png,2022-07-05 14:34
230,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,"Nuclear energy is not cost-effective, and the high upfront costs of building and maintaining nuclear plants cannot be justified.",Gun Control,Low,Anti,low,3,low,3,medium,65,male_white_latt_Regular_Gun Control_Low_Anti_retlow_quotelow_likemedium.png,2022-07-05 14:34
231,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,"Nuclear energy is not cost-effective, and the high upfront costs of building and maintaining nuclear plants cannot be justified.",Gun Control,Low,Anti,low,0,medium,83,high,3438,male_white_latt_Regular_Gun Control_Low_Anti_retlow_quotemedium_likehigh.png,2022-07-05 14:34
232,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,Limiting damages in personal injury cases and other types of lawsuits only hurts victims and their families.,Gun Control,Low,Anti,low,3,medium,83,low,4,male_white_latt_Regular_Gun Control_Low_Anti_retlow_quotemedium_likelow.png,2022-07-05 14:34
233,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,"Tort reform does not improve public safety, and can actually allow companies to escape responsibility for their actions.",Gun Control,Low,Anti,low,3,medium,59,medium,66,male_white_latt_Regular_Gun Control_Low_Anti_retlow_quotemedium_likemedium.png,2022-07-05 14:34
234,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,"Frivolous lawsuits are not a significant problem, and the high cost of healthcare and other goods is due to other factors.",Gun Control,Low,Anti,medium,55,high,3110,high,3438,male_white_latt_Regular_Gun Control_Low_Anti_retmedium_quotehigh_likehigh.png,2022-07-05 14:34
235,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,"Tort reform does not improve public safety, and can actually allow companies to escape responsibility for their actions.",Gun Control,Low,Anti,medium,64,high,3212,low,4,male_white_latt_Regular_Gun Control_Low_Anti_retmedium_quotehigh_likelow.png,2022-07-05 14:34
236,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,"Frivolous lawsuits are not a significant problem, and the high cost of healthcare and other goods is due to other factors.",Gun Control,Low,Anti,medium,76,high,3110,medium,93,male_white_latt_Regular_Gun Control_Low_Anti_retmedium_quotehigh_likemedium.png,2022-07-05 14:34
237,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,"Renewable energy sources like solar and wind are safer, cheaper, and more sustainable than nuclear power.",Gun Control,Low,Anti,medium,76,low,0,high,2729,male_white_latt_Regular_Gun Control_Low_Anti_retmedium_quotelow_likehigh.png,2022-07-05 14:34
238,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,"The risks of nuclear energy far outweigh any potential benefits, and we must transition to a renewable energy future as quickly as possible.",Gun Control,Low,Anti,medium,55,low,3,low,2,male_white_latt_Regular_Gun Control_Low_Anti_retmedium_quotelow_likelow.png,2022-07-05 14:34
239,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,"The risks of nuclear energy far outweigh any potential benefits, and we must transition to a renewable energy future as quickly as possible.",Gun Control,Low,Anti,medium,76,low,0,medium,66,male_white_latt_Regular_Gun Control_Low_Anti_retmedium_quotelow_likemedium.png,2022-07-05 14:34
240,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,"Nuclear power plants generate radioactive waste that must be stored for thousands of years, posing a threat to future generations.",Gun Control,Low,Anti,medium,64,medium,71,high,2729,male_white_latt_Regular_Gun Control_Low_Anti_retmedium_quotemedium_likehigh.png,2022-07-05 14:34
241,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,"Nuclear energy is not a safe or clean source of power, as accidents and disasters like Fukushima and Chernobyl have shown.",Gun Control,Low,Anti,medium,55,medium,59,low,2,male_white_latt_Regular_Gun Control_Low_Anti_retmedium_quotemedium_likelow.png,2022-07-05 14:34
242,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,"Instead of tort reform, we should focus on holding corporations accountable for their actions and ensuring that victims receive fair compensation.",Gun Control,Low,Anti,medium,64,medium,59,medium,66,male_white_latt_Regular_Gun Control_Low_Anti_retmedium_quotemedium_likemedium.png,2022-07-05 14:34
243,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,"Nuclear energy can help reduce reliance on fossil fuels and decrease air pollution, improving public health and the environment.",Gun Control,Low,Pro,high,2786,high,3110,high,2729,male_white_latt_Regular_Gun Control_Low_Pro_rethigh_quotehigh_likehigh.png,2022-07-05 14:34
244,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,"By limiting excessive damages and lowering the cost of litigation, tort reform can encourage innovation and support economic growth.",Gun Control,Low,Pro,high,2786,high,2678,low,0,male_white_latt_Regular_Gun Control_Low_Pro_rethigh_quotehigh_likelow.png,2022-07-05 14:34
245,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,"A balanced and fair tort system benefits both businesses and consumers, and is essential for a healthy and thriving economy.",Gun Control,Low,Pro,high,2670,high,3212,medium,65,male_white_latt_Regular_Gun Control_Low_Pro_rethigh_quotehigh_likemedium.png,2022-07-05 14:34
246,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,"Nuclear energy can help reduce reliance on fossil fuels and decrease air pollution, improving public health and the environment.",Gun Control,Low,Pro,high,2670,low,3,high,2729,male_white_latt_Regular_Gun Control_Low_Pro_rethigh_quotelow_likehigh.png,2022-07-05 14:34
247,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,"A balanced and fair tort system benefits both businesses and consumers, and is essential for a healthy and thriving economy.",Gun Control,Low,Pro,high,2786,low,3,low,4,male_white_latt_Regular_Gun Control_Low_Pro_rethigh_quotelow_likelow.png,2022-07-05 14:34
248,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,Nuclear energy is a clean and reliable source of power that can help combat climate change.,Gun Control,Low,Pro,high,2929,low,3,medium,65,male_white_latt_Regular_Gun Control_Low_Pro_rethigh_quotelow_likemedium.png,2022-07-05 14:34
249,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,Tort reform can also improve public safety by holding companies accountable for their actions and preventing negligent behavior.,Gun Control,Low,Pro,high,2670,medium,71,high,3438,male_white_latt_Regular_Gun Control_Low_Pro_rethigh_quotemedium_likehigh.png,2022-07-05 14:34
250,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,"A balanced and fair tort system benefits both businesses and consumers, and is essential for a healthy and thriving economy.",Gun Control,Low,Pro,high,2929,medium,59,low,4,male_white_latt_Regular_Gun Control_Low_Pro_rethigh_quotemedium_likelow.png,2022-07-05 14:34
251,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,"Advanced nuclear technologies are safer and more efficient than older designs, and can provide a stable source of energy for decades.",Gun Control,Low,Pro,high,2670,medium,71,medium,65,male_white_latt_Regular_Gun Control_Low_Pro_rethigh_quotemedium_likemedium.png,2022-07-05 14:34
252,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,"By limiting excessive damages and lowering the cost of litigation, tort reform can encourage innovation and support economic growth.",Gun Control,Low,Pro,low,3,high,3110,high,2913,male_white_latt_Regular_Gun Control_Low_Pro_retlow_quotehigh_likehigh.png,2022-07-05 14:34
253,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,"Nuclear energy can help reduce reliance on fossil fuels and decrease air pollution, improving public health and the environment.",Gun Control,Low,Pro,low,3,high,2678,low,4,male_white_latt_Regular_Gun Control_Low_Pro_retlow_quotehigh_likelow.png,2022-07-05 14:34
254,male,white,latt,input/avatar/male_white_latt.jpeg,Regular,James Johnson,@Johnson,"Nuclear power plants generate electricity without emitting greenhouse gases, making them a key part of a low-carbon energy mix.",Gun Control,Low,Pro,low,3,high,2678,medium,66,male_white_latt_Regular_Gun Control_Low_Pro_retlow_quotehigh_likemedium.png,2022-07-05 14:34
